id,code,name,source,name@ro
unece_n65,N65,kilocalorie (international table) per gram kelvin,rec20,kilocalorie (tabel internațional) per gram kelvin
unece_n66,N66,British thermal unit (39 ºF),rec20,Unitate termică britanică (39 °F)
unece_n67,N67,British thermal unit (59 ºF),rec20,Unitate termică britanică (59 °F)
unece_n68,N68,British thermal unit (60 ºF),rec20,Unitate termică britanică (60 °F)
unece_n69,N69,calorie (20 ºC),rec20,calorii (20 ºC)
unece_n70,N70,quad (1015 BtuIT),rec20,quad (1015 BtuIT)
unece_n71,N71,therm (EC),rec20,therm (EC)
unece_n72,N72,therm (U.S.),rec20,therm (U.S.)
unece_n73,N73,British thermal unit (thermochemical) per pound,rec20,Unitate termică britanică (termochimică) pe kilogram
unece_n74,N74,British thermal unit (international table) per hour square foot degree Fahrenheit,rec20,Unitate termică britanică (tabel internațional) pe oră picior pătrat grad Fahrenheit
unece_n75,N75,British thermal unit (thermochemical) per hour square foot degree Fahrenheit,rec20,Unitate termică britanică (termochimică) pe oră grade Fahrenheit de picior pătrat
unece_n76,N76,British thermal unit (international table) per second square foot degree Fahrenheit,rec20,Unitate termică britanică (tabel internațional) pe secundă picior pătrat grad Fahrenheit
unece_n77,N77,British thermal unit (thermochemical) per second square foot degree Fahrenheit,rec20,Unitate termică britanică (termochimică) pe secundă picior pătrat grad Fahrenheit
unece_n78,N78,kilowatt per square metre kelvin,rec20,kilowatt pe metru pătrat kelvin
unece_n79,N79,kelvin per pascal,rec20,kelvin pe pascal
unece_n80,N80,watt per metre degree Celsius,rec20,watt pe metru grad Celsius
unece_n81,N81,kilowatt per metre kelvin,rec20,kilowatt pe metru kelvin
unece_n82,N82,kilowatt per metre degree Celsius,rec20,kilowatt pe metru grad Celsius
unece_n83,N83,metre per degree Celcius metre,rec20,metru pe grad Celcius metru
unece_n84,N84,degree Fahrenheit hour per British thermal unit (international table),rec20,grade Fahrenheit oră per unitate termică britanică (tabel internațional)
unece_n85,N85,degree Fahrenheit hour per British thermal unit (thermochemical),rec20,grade Fahrenheit oră per unitate termică britanică (termochimică)
unece_n86,N86,degree Fahrenheit second per British thermal unit (international table),rec20,grad Fahrenheit secundă per unitate termică britanică (tabel internațional)
unece_n87,N87,degree Fahrenheit second per British thermal unit (thermochemical),rec20,grad Fahrenheit secundă per unitate termică britanică (termochimică)
unece_n88,N88,degree Fahrenheit hour square foot per British thermal unit (international table) inch,rec20,grade Fahrenheit oră picior pătrat per unitate termică britanică (masă internațională) inch
unece_n89,N89,degree Fahrenheit hour square foot per British thermal unit (thermochemical) inch,rec20,grade Fahrenheit oră picior pătrat per unitate termică britanică (termochimică) inch
unece_n90,N90,kilofarad,rec20,kilofarad
unece_n91,N91,reciprocal joule,rec20,joule reciproc
unece_n92,N92,picosiemens,rec20,picosiemens
unece_n93,N93,ampere per pascal,rec20,amperi pe pascal
unece_n94,N94,franklin,rec20,franklin
unece_n95,N95,ampere minute,rec20,amper minut
unece_n96,N96,biot,rec20,biot
unece_n97,N97,gilbert,rec20,gilbert
unece_n98,N98,volt per pascal,rec20,volt pe pascal
unece_n99,N99,picovolt,rec20,picovolt
unece_na,NA,milligram per kilogram,rec20,miligram pe kilogram
unece_nar,NAR,number of articles,rec20,număr de articole
unece_ncl,NCL,number of cells,rec20,număr de celule
unece_new,NEW,newton,rec20,newton
unece_nf,NF,message,rec20,mesaj
unece_nil,NIL,nil,rec20,nil
unece_niu,NIU,number of international units,rec20,numărul de unități internaționale
unece_nl,NL,load,rec20,sarcină
unece_nm3,NM3,Normalised cubic metre,rec20,metru cub normalizat
unece_nmi,NMI,nautical mile,rec20,milă nautică
unece_nmp,NMP,number of packs,rec20,număr de pachete
unece_npt,NPT,number of parts,rec20,numarul de piese
unece_nt,NT,net ton,rec20,tonă netă
unece_nu,NU,newton metre,rec20,newton metru
unece_nx,NX,part per thousand,rec20,parte la mie
unece_oa,OA,panel,rec20,panou
unece_ode,ODE,ozone depletion equivalent,rec20,echivalent de epuizare a stratului de ozon
unece_odg,ODG,ODS Grams,rec20,ODS Grame
unece_odk,ODK,ODS Kilograms,rec20,ODS Kilograme
unece_odm,ODM,ODS Milligrams,rec20,ODS Miligrame
unece_ohm,OHM,ohm,rec20,ohm
unece_on,ON,ounce per square yard,rec20,uncie pe iard pătrat
unece_onz,ONZ,ounce (avoirdupois),rec20,uncie (avoirdupois)
unece_opm,OPM,oscillations per minute,rec20,oscilații pe minut
unece_ot,OT,overtime hour,rec20,oră suplimentară
unece_oza,OZA,fluid ounce (US),rec20,uncie de lichid (SUA)
unece_ozi,OZI,fluid ounce (UK),rec20,uncie de lichid (Marea Britanie)
unece_p1,P1,percent,rec20,procent
unece_p10,P10,coulomb per metre,rec20,coulomb pe metru
unece_p11,P11,kiloweber,rec20,kiloweber
unece_p12,P12,gamma,rec20,gamma
unece_p13,P13,kilotesla,rec20,kilotesla
unece_p14,P14,joule per second,rec20,joule pe secundă
unece_p15,P15,joule per minute,rec20,joule pe minut
unece_p16,P16,joule per hour,rec20,joule pe oră
unece_p17,P17,joule per day,rec20,joule pe zi
unece_p18,P18,kilojoule per second,rec20,kilojoule pe secundă
unece_p19,P19,kilojoule per minute,rec20,kilojoul pe minut
unece_p2,P2,pound per foot,rec20,lira pe picior
unece_p20,P20,kilojoule per hour,rec20,kilojoul pe oră
unece_p21,P21,kilojoule per day,rec20,kilojoul pe zi
unece_p22,P22,nanoohm,rec20,nanoohm
unece_p23,P23,ohm circular-mil per foot,rec20,ohm circular-mil per picior
unece_p24,P24,kilohenry,rec20,kilohenry
unece_p25,P25,lumen per square foot,rec20,lumen pe metru pătrat
unece_p26,P26,phot,rec20,phot
unece_p27,P27,footcandle,rec20,lumânare-picior
unece_p28,P28,candela per square inch,rec20,candela pe inch pătrat
unece_p29,P29,footlambert,rec20,footlambert (unitate de luminanță)
unece_p30,P30,lambert,rec20,lambert
unece_p31,P31,stilb,rec20,stilb
unece_p32,P32,candela per square foot,rec20,candela pe metru pătrat
unece_p33,P33,kilocandela,rec20,kilocandela
unece_p34,P34,millicandela,rec20,milicandela
unece_p35,P35,Hefner-Kerze,rec20,Hefner-Kerze
unece_p36,P36,international candle,rec20,lumânare internațională
unece_p37,P37,British thermal unit (international table) per square foot,rec20,Unitate termică britanică (tabel internațional) pe metru pătrat
unece_p38,P38,British thermal unit (thermochemical) per square foot,rec20,Unitate termică britanică (termochimică) pe metru pătrat
unece_p39,P39,calorie (thermochemical) per square centimetre,rec20,calorii (termochimice) pe centimetru pătrat
unece_p40,P40,langley,rec20,langley  (unitate de transmisie a căldurii)
unece_p41,P41,decade (logarithmic),rec20,deceniu (logaritmic)
unece_p42,P42,pascal squared second,rec20,pascal pătrat secundă
unece_p43,P43,bel per metre,rec20,bel pe metru
unece_p44,P44,pound mole,rec20,mol liră
unece_p45,P45,pound mole per second,rec20,liră mol pe secundă
unece_p46,P46,pound mole per minute,rec20,liră mol pe minut
unece_p47,P47,kilomole per kilogram,rec20,kilomol pe kilogram
unece_p48,P48,pound mole per pound,rec20,liră mol pe liră
unece_p49,P49,newton square metre per ampere,rec20,Newton metru pătrat pe amper
unece_p5,P5,five pack,rec20,pachet de cinci
unece_p50,P50,weber metre,rec20,contor weber
unece_p51,P51,mol per kilogram pascal,rec20,mol pe kilogram pascal
unece_p52,P52,mol per cubic metre pascal,rec20,mol pe metru cub pascal
unece_p53,P53,unit pole,rec20,unitate pol
unece_p54,P54,milligray per second,rec20,miligray pe secundă
unece_p55,P55,microgray per second,rec20,microgray pe secundă
unece_p56,P56,nanogray per second,rec20,nanogray pe secundă
unece_p57,P57,gray per minute,rec20,gray pe minut
unece_p58,P58,milligray per minute,rec20,miligray pe minut
unece_p59,P59,microgray per minute,rec20,microgray pe minut
unece_p60,P60,nanogray per minute,rec20,nanogray pe minut
unece_p61,P61,gray per hour,rec20,gray pe oră
unece_p62,P62,milligray per hour,rec20,milligray pe oră
unece_p63,P63,microgray per hour,rec20,microgray pe oră
unece_p64,P64,nanogray per hour,rec20,nanogray pe oră
unece_p65,P65,sievert per second,rec20,sievert pe secundă
unece_p66,P66,millisievert per second,rec20,milisievert pe secundă
unece_p67,P67,microsievert per second,rec20,microsievert pe secundă
unece_p68,P68,nanosievert per second,rec20,nanosievert pe secundă
unece_p69,P69,rem per second,rec20,rem pe secundă
unece_p70,P70,sievert per hour,rec20,sievert pe oră
unece_p71,P71,millisievert per hour,rec20,millisievert pe oră
unece_p72,P72,microsievert per hour,rec20,microsievert pe oră
unece_p73,P73,nanosievert per hour,rec20,nanosievert pe oră
unece_p74,P74,sievert per minute,rec20,sievert pe minut
unece_p75,P75,millisievert per minute,rec20,millisievert pe minut
unece_p76,P76,microsievert per minute,rec20,microsievert pe minut
unece_p77,P77,nanosievert per minute,rec20,nanosievert pe minut
unece_p78,P78,reciprocal square inch,rec20,inch pătrat reciproc
unece_p79,P79,pascal square metre per kilogram,rec20,pascal metru pătrat pe kilogram
unece_p80,P80,millipascal per metre,rec20,milipascal pe metru
unece_p81,P81,kilopascal per metre,rec20,kilopascal pe metru
unece_p82,P82,hectopascal per metre,rec20,hectopascal pe metru
unece_p83,P83,standard atmosphere per metre,rec20,atmosferă standard pe metru
unece_p84,P84,technical atmosphere per metre,rec20,atmosferă tehnică pe metru
unece_p85,P85,torr per metre,rec20,torr pe metru
unece_p86,P86,psi per inch,rec20,psi pe inch
unece_p87,P87,cubic metre per second square metre,rec20,metru cub pe secundă metru pătrat
unece_p88,P88,rhe,rec20,rhe
unece_p89,P89,pound-force foot per inch,rec20,picior liră-forță pe inch
unece_p90,P90,pound-force inch per inch,rec20,inch liră-forță pe inch
unece_p91,P91,perm (0 ºC),rec20,perm (0 ºC)
unece_p92,P92,perm (23 ºC),rec20,perm (0 ºC)
unece_p93,P93,byte per second,rec20,octet pe secundă
unece_p94,P94,kilobyte per second,rec20,kilobyte pe secundă
unece_p95,P95,megabyte per second,rec20,megabyte pe secundă
unece_p96,P96,reciprocal volt,rec20,volt reciproc
unece_p97,P97,reciprocal radian,rec20,radian reciproc
unece_p98,P98,pascal to the power sum of stoichiometric numbers,rec20,pascal la suma puterilor numerelor stoichiometrice
unece_p99,P99,mole per cubiv metre to the power sum of stoichiometric numbers,rec20,mol pe metru cub la suma puterii numerelor stoichiometrice
unece_pal,PAL,pascal,rec20,pascal
unece_pd,PD,pad,rec20,pad
unece_pfl,PFL,proof litre,rec20,dovadă-litru
unece_pgl,PGL,proof gallon,rec20,dovadă-galon
unece_pi,PI,pitch,rec20,pitch
unece_pla,PLA,degree Plato,rec20,grad Platon
unece_po,PO,pound per inch of length,rec20,liră pe inch de lungime
unece_pq,PQ,page per inch,rec20,pagină pe inch
unece_pr,PR,pair,rec20,pereche
unece_ps,PS,pound-force per square inch,rec20,liră-forță pe inch pătrat
unece_ptd,PTD,dry pint (US),rec20,pint material uscat (SUA)
unece_pti,PTI,pint (UK),rec20,pint (Marea Britanie)
unece_ptl,PTL,liquid pint (US),rec20,pint lichid (SUA)
unece_ptn,PTN,portion,rec20,porție
unece_q10,Q10,joule per tesla,rec20,joule pe tesla
unece_q11,Q11,erlang,rec20,erlang
unece_q12,Q12,octet,rec20,octet
unece_q13,Q13,octet per second,rec20,octet pe secundă
unece_q14,Q14,shannon,rec20,shannon
unece_q15,Q15,hartley,rec20,hartley
unece_q16,Q16,natural unit of information,rec20,unitate naturală de informaţie
unece_q17,Q17,shannon per second,rec20,shannon pe secundă
unece_q18,Q18,hartley per second,rec20,hartley pe secundă
unece_q19,Q19,natural unit of information per second,rec20,unitate naturală de informație pe secundă
unece_q20,Q20,second per kilogramm,rec20,secundă pe kilogram
unece_q21,Q21,watt square metre,rec20,watt metru pătrat
unece_q22,Q22,second per radian cubic metre,rec20,secundă pe radian metru cub
unece_q23,Q23,weber to the power minus one,rec20,weber la puterea minus unu
unece_q24,Q24,reciprocal inch,rec20,inch reciproc
unece_q25,Q25,dioptre,rec20,dioptrie
unece_q26,Q26,one per one,rec20,unul pe unul
unece_q27,Q27,newton metre per metre,rec20,newton metru pe metru
unece_q28,Q28,kilogram per square metre pascal second,rec20,kilogram pe metru pătrat pascal secundă
unece_q29,Q29,microgram per hectogram,rec20,microgram pe hectogram
unece_q30,Q30,pH (potential of Hydrogen),rec20,pH (potențial de hidrogen)
unece_q31,Q31,kilojoule per gram,rec20,kilojoule pe gram
unece_q32,Q32,femtolitre,rec20,femtolitru
unece_q33,Q33,picolitre,rec20,picolitru
unece_q34,Q34,nanolitre,rec20,nanolitru
unece_q35,Q35,megawatts per minute,rec20,megawați pe minut
unece_q36,Q36,square metre per cubic metre,rec20,metru pătrat pe metru cub
unece_q37,Q37,Standard cubic metre per day,rec20,metru cub standard pe zi
unece_q38,Q38,Standard cubic metre per hour,rec20,metru cub standard pe oră
unece_q39,Q39,Normalized cubic metre per day,rec20,metru cub normalizat pe zi
unece_q40,Q40,Normalized cubic metre per hour,rec20,metru cub normalizat pe oră
unece_q41,Q41,Joule per normalised cubic metre,rec20,Joule pe metru cub normalizat
unece_q42,Q42,Joule per standard cubic metre,rec20,Joule pe metru cub standard
unece_q3,Q3,meal,rec20,masă
unece_qa,QA,page - facsimile,rec20,pagina - facsimil
unece_qan,QAN,quarter (of a year),rec20,trimestru (de an)
unece_qb,QB,page - hardcopy,rec20,pagină - hârtie
unece_qr,QR,quire,rec20,quire
unece_qtd,QTD,dry quart (US),rec20,quart material uscat (SUA)
unece_qti,QTI,quart (UK),rec20,quart (Marea Britanie)
unece_qtl,QTL,liquid quart (US),rec20,quart lichid (SUA)
unece_qtr,QTR,quarter (UK),rec20,trimestru (Marea Britanie)
unece_r1,R1,pica,rec20,pica
unece_r9,R9,thousand cubic metre,rec20,mii de metri cubi
unece_rh,RH,running or operating hour,rec20,oră de funcționare sau de acționare
unece_rm,RM,ream,rec20,top
unece_rom,ROM,room,rec20,cameră
unece_rp,RP,pound per ream,rec20,coli de hârtie
unece_rpm,RPM,revolutions per minute,rec20,rotaţii pe minut
unece_rps,RPS,revolutions per second,rec20,rotații pe secundă
unece_rt,RT,revenue ton mile,rec20,venit tonă milă
unece_s3,S3,square foot per second,rec20,picior pătrat pe secundă
unece_s4,S4,square metre per second,rec20,metru pătrat pe secundă
unece_san,SAN,half year (6 months),rec20,jumătate de an (6 luni)
unece_sco,SCO,score,rec20,Scor
unece_scr,SCR,scruple,rec20,scrupul
unece_sec,SEC,second [unit of time],rec20,secundă [unitate de timp]
unece_set,SET,set,rec20,set
unece_sg,SG,segment,rec20,segment
unece_sie,SIE,siemens,rec20,siemens
unece_sm3,SM3,Standard cubic metre,rec20,metru cub standard
unece_smi,SMI,mile (statute mile),rec20,milă (milă statutară)
unece_sq,SQ,square,rec20,pătrat
unece_sqr,SQR,"square, roofing",rec20,"pătrat, acoperiș"
unece_sr,SR,strip,rec20,bandă
unece_stc,STC,stick,rec20,stick
unece_sti,STI,stone (UK),rec20,piatră (Marea Britanie)
unece_stk,STK,"stick, cigarette",rec20,"baton, țigară"
unece_stl,STL,standard litre,rec20,litru standard
unece_stn,STN,ton (US) or short ton (UK/US),rec20,tonă (SUA) sau tonă scurtă (UK/SUA)
unece_stw,STW,straw,rec20,paie
unece_sw,SW,skein,rec20,skein
unece_sx,SX,shipment,rec20,expediere
unece_syr,SYR,syringe,rec20,seringă
unece_t0,T0,telecommunication line in service,rec20,linie de telecomunicații în serviciu
unece_t3,T3,thousand piece,rec20,o mie de bucăți
unece_tah,TAH,kiloampere hour (thousand ampere hour),rec20,kiloamperi oră (mii de amperi oră)
unece_tan,TAN,total acid number,rec20,număr acid total
unece_ti,TI,thousand square inch,rec20,mii de inci pătrați
unece_tic,TIC,"metric ton, including container",rec20,"tonă metrică, inclusiv container"
unece_tip,TIP,"metric ton, including inner packaging",rec20,"tonă metrică, inclusiv ambalajul interior"
unece_tkm,TKM,tonne kilometre,rec20,tonă kilometru
unece_tms,TMS,"kilogram of imported meat, less offal",rec20,"kilogram de carne de import, mai puține organe"
unece_tne,TNE,tonne (metric ton),rec20,tonă (tonă metrică)
unece_tp,TP,ten pack,rec20,zece pachete
unece_tpi,TPI,teeth per inch,rec20,dinți pe inch
unece_tpr,TPR,ten pair,rec20,zece perechi
unece_tqd,TQD,thousand cubic metre per day,rec20,mii de metri cubi pe zi
unece_trl,TRL,trillion (EUR),rec20,trilioane (EUR)
unece_tst,TST,ten set,rec20,ten set
unece_tts,TTS,ten thousand sticks,rec20,zece mii de bețe
unece_u1,U1,treatment,rec20,tratament
unece_u2,U2,tablet,rec20,comprimat
unece_ub,UB,telecommunication line in service average,rec20,linie de telecomunicații în medie de serviciu
unece_uc,UC,telecommunication port,rec20,portul de telecomunicații
unece_va,VA,volt - ampere per kilogram,rec20,volt - amperi pe kilogram
unece_vlt,VLT,volt,rec20,volt
unece_vp,VP,percent volume,rec20,volum procentual
unece_w2,W2,wet kilo,rec20,kilogram material umed
unece_wa,WA,watt per kilogram,rec20,watt pe kilogram
unece_wb,WB,wet pound,rec20,liră materail umed
unece_wcd,WCD,cord,rec20,cordon
unece_we,WE,wet ton,rec20,tonă material umed
unece_web,WEB,weber,rec20,weber
unece_wee,WEE,week,rec20,săptămână
unece_wg,WG,wine gallon,rec20,galon de vin
unece_whr,WHR,watt hour,rec20,watt oră
unece_wm,WM,working month,rec20,lună de lucru
unece_wsd,WSD,standard,rec20,standard
unece_wtt,WTT,watt,rec20,watt
unece_x1,X1,Gunter's chain,rec20,Lanțul lui Gunter
unece_ydk,YDK,square yard,rec20,yard pătrat
unece_ydq,YDQ,cubic yard,rec20,yard cubic
unece_yrd,YRD,yard,rec20,yard
unece_z11,Z11,hanging container,rec20,container suspendat
unece_zp,ZP,page,rec20,pagină
unece_zz,ZZ,mutually defined,rec20,definite reciproc
unece_x1a,X1A,"Drum, steel",rec21,"Tambur, oțel"
unece_x1b,X1B,"Drum, aluminium",rec21,"Tambur, aluminiu"
unece_x1d,X1D,"Drum, plywood",rec21,"Tambur, placaj"
unece_x1f,X1F,"Container, flexible",rec21,"Container, flexibil"
unece_x1g,X1G,"Drum, fibre",rec21,"Tambur, fibră"
unece_x1w,X1W,"Drum, wooden",rec21,"Tambur, lemn"
unece_x2c,X2C,"Barrel, wooden",rec21,"Butoi, lemn"
unece_x3a,X3A,"Jerrican, steel",rec21,"Jerican, oțel"
unece_x3h,X3H,"Jerrican, plastic",rec21,"Jerrican, plastic"
unece_x43,X43,"Bag, super bulk",rec21,"Cutie, super vrac"
unece_x44,X44,"Bag, polybag",rec21,"Cutie, pungă de polietilenă"
unece_x4a,X4A,"Box, steel",rec21,"Cutie, oțel"
unece_x4b,X4B,"Box, aluminium",rec21,"Cutie, aluminiu"
unece_x4c,X4C,"Box, natural wood",rec21,"Cutie, lemn natural"
unece_x4d,X4D,"Box, plywood",rec21,"Cutie, placaj"
unece_x4f,X4F,"Box, reconstituted wood",rec21,"Cutie, lemn reconstituit"
unece_x4g,X4G,"Box, fibreboard",rec21,"Cutie, placă de fibre"
unece_x4h,X4H,"Box, plastic",rec21,"Cutie, plastic"
unece_x5h,X5H,"Bag, woven plastic",rec21,"Geantă, plastic țesut"
unece_x5l,X5L,"Bag, textile",rec21,"Cutie, textil"
unece_x5m,X5M,"Bag, paper",rec21,"Cutie, hârtie"
unece_x6h,X6H,"Composite packaging, plastic receptacle",rec21,"Ambalaj compozit, recipient din plastic"
unece_x6p,X6P,"Composite packaging, glass receptacle",rec21,"Ambalaj compozit, recipient din sticlă"
unece_x7a,X7A,"Case, car",rec21,"Carcasă, mașină"
unece_x7b,X7B,"Case, wooden",rec21,"Carcasă, lemn"
unece_x8a,X8A,"Pallet, wooden",rec21,"Palet, lemn"
unece_x8b,X8B,"Crate, wooden",rec21,"Ladă, lemn"
unece_x8c,X8C,"Bundle, wooden",rec21,"Pachet, din lemn"
unece_xaa,XAA,"Intermediate bulk container, rigid plastic",rec21,"Container intermediar pentru vrac, plastic rigid"
unece_xab,XAB,"Receptacle, fibre",rec21,"Recipient, fibră"
unece_xac,XAC,"Receptacle, paper",rec21,"Recipient, hârtie"
unece_xad,XAD,"Receptacle, wooden",rec21,"Recipient, din lemn"
unece_xae,XAE,Aerosol,rec21,Aerosol
unece_xaf,XAF,"Pallet, modular, collars 80cms * 60cms",rec21,"Palet, modular, gulere 80cms * 60cms"
unece_xag,XAG,"Pallet, shrinkwrapped",rec21,"Palet, ambalat"
unece_xah,XAH,"Pallet, 100cms * 110cms",rec21,"Palet, 100 cm * 110 cm"
unece_xai,XAI,Clamshell,rec21,Clapetă
unece_xaj,XAJ,Cone,rec21,Con
unece_xal,XAL,Ball,rec21,Ball
unece_xam,XAM,"Ampoule, non-protected",rec21,"Fiolă, neprotejată"
unece_xap,XAP,"Ampoule, protected",rec21,"Fiolă, protejată"
unece_xat,XAT,Atomizer,rec21,Pulverizator
unece_xav,XAV,Capsule,rec21,Capsulă
unece_xb4,XB4,Belt,rec21,Centura
unece_xba,XBA,Barrel,rec21,Butoi
unece_xbb,XBB,Bobbin,rec21,Bobină
unece_xbc,XBC,Bottlecrate / bottlerack,rec21,Ladă pentru sticle / suport pentru sticle
unece_xbd,XBD,Board,rec21,Bord
unece_xbe,XBE,Bundle,rec21,Pachet
unece_xbf,XBF,"Balloon, non-protected",rec21,"Balon, neprotejat"
unece_xbg,XBG,Bag,rec21,Geanta
unece_xbh,XBH,Bunch,rec21,Buchet
unece_xbi,XBI,Bin,rec21,Coș
unece_xbj,XBJ,Bucket,rec21,Găleată
unece_xbk,XBK,Basket,rec21,Coș
unece_xbl,XBL,"Bale, compressed",rec21,"Bale, comprimat"
unece_xbm,XBM,Basin,rec21,Bazin
unece_xbn,XBN,"Bale, non-compressed",rec21,"Bale, necomprimate"
unece_xbo,XBO,"Bottle, non-protected, cylindrical",rec21,"Flacon, neprotejat, cilindric"
unece_xbp,XBP,"Balloon, protected",rec21,"Balon, protejat"
unece_xbq,XBQ,"Bottle, protected cylindrical",rec21,"Flacon, cilindric protejat"
unece_xbr,XBR,Bar,rec21,Bar
unece_xbs,XBS,"Bottle, non-protected, bulbous",rec21,"Flacon, neprotejat, bulbos"
unece_xbt,XBT,Bolt,rec21,Bolt
unece_xbu,XBU,Butt,rec21,Butoi
unece_xbv,XBV,"Bottle, protected bulbous",rec21,"Sticlă, bulboasă protejată"
unece_xbw,XBW,"Box, for liquids",rec21,"Cutie, pentru lichide"
unece_xbx,XBX,Box,rec21,Cutie
unece_xby,XBY,"Board, in bundle/bunch/truss",rec21,"Scândură, în legătură/mănunchi/îngrijit"
unece_xbz,XBZ,"Bars, in bundle/bunch/truss",rec21,"Bare, în legătură/mănunchi/îngrijit"
unece_xca,XCA,"Can, rectangular",rec21,"Cutie, dreptunghiulară"
unece_xcb,XCB,"Crate, beer",rec21,"Ladă, bere"
unece_xcc,XCC,Churn,rec21,Putinei
unece_xcd,XCD,"Can, with handle and spout",rec21,"Bidon, cu mâner și gura de scurgere"
unece_xce,XCE,Creel,rec21,Creel
unece_xcf,XCF,Coffer,rec21,Ladă
unece_xcg,XCG,Cage,rec21,Cuşcă
unece_xch,XCH,Chest,rec21,Cufăr
unece_xci,XCI,Canister,rec21,Canistră
unece_xcj,XCJ,Coffin,rec21,sicriu
unece_xck,XCK,Cask,rec21,Butoi
unece_xcl,XCL,Coil,rec21,Bobină
unece_xcm,XCM,Card,rec21,Card
unece_xcn,XCN,"Container, not otherwise specified as transport equipment",rec21,"Container, nespecificat altfel ca echipament de transport"
unece_xco,XCO,"Carboy, non-protected",rec21,"Bombă, neprotejată"
unece_xcp,XCP,"Carboy, protected",rec21,"Bombă, protejată"
unece_xcq,XCQ,Cartridge,rec21,Cartuş
unece_xcr,XCR,Crate,rec21,Ladă
unece_xcs,XCS,Case,rec21,Caz
unece_xct,XCT,Carton,rec21,Cutie de carton
unece_xcu,XCU,Cup,rec21,Ceașcă
unece_xcv,XCV,Cover,rec21,Capac
unece_xcw,XCW,"Cage, roll",rec21,"Cușcă, rolă"
unece_xcx,XCX,"Can, cylindrical",rec21,"Bidon, cilindric"
unece_xcy,XCY,Cylinder,rec21,Cilindru
unece_xcz,XCZ,Canvas,rec21,Pânză
unece_xda,XDA,"Crate, multiple layer, plastic",rec21,"Ladă, mai multe straturi, plastic"
unece_xdb,XDB,"Crate, multiple layer, wooden",rec21,"Ladă, mai multe straturi, din lemn"
unece_xdc,XDC,"Crate, multiple layer, cardboard",rec21,"Ladă, mai multe straturi, carton"
unece_xdg,XDG,"Cage, Commonwealth Handling Equipment Pool  (CHEP)",rec21,"Cage, Commonwealth Handling Equipment Pool (CHEP)"
unece_xdh,XDH,"Box, Commonwealth Handling Equipment Pool (CHEP), Eurobox",rec21,"Box, Commonwealth Handling Equipment Pool (CHEP), Eurobox"
unece_xdi,XDI,"Drum, iron",rec21,"Tambur, fier de călcat"
unece_xdj,XDJ,"Demijohn, non-protected",rec21,"Bomiana, neprotejat"
unece_xdk,XDK,"Crate, bulk, cardboard",rec21,"Ladă, vrac, carton"
unece_xdl,XDL,"Crate, bulk, plastic",rec21,"Ladă, vrac, plastic"
unece_xdm,XDM,"Crate, bulk, wooden",rec21,"Ladă, vrac, lemn"
unece_xdn,XDN,Dispenser,rec21,Dozator
unece_xdp,XDP,"Demijohn, protected",rec21,"Damijohn, protejat"
unece_xdr,XDR,Drum,rec21,Tambur
unece_xds,XDS,"Tray, one layer no cover, plastic",rec21,"Tavă, un strat fără capac, plastic"
unece_xdt,XDT,"Tray, one layer no cover, wooden",rec21,"Tavă, un strat fără capac, din lemn"
unece_xdu,XDU,"Tray, one layer no cover, polystyrene",rec21,"Tavă, un strat fără capac, polistiren"
unece_xdv,XDV,"Tray, one layer no cover, cardboard",rec21,"Tavă, un strat fără capac, carton"
unece_xdw,XDW,"Tray, two layers no cover, plastic tray",rec21,"Tavă, două straturi fără capac, tavă din plastic"
unece_xdx,XDX,"Tray, two layers no cover, wooden",rec21,"Tavă, două straturi fără capac, din lemn"
unece_xdy,XDY,"Tray, two layers no cover, cardboard",rec21,"Tavă, două straturi fără capac, carton"
unece_xec,XEC,"Bag, plastic",rec21,"Geantă, plastic"
unece_xed,XED,"Case, with pallet base",rec21,"Carcasă, cu bază de paleți"
unece_xee,XEE,"Case, with pallet base, wooden",rec21,"Carcasa, cu bază de palet, din lemn"
unece_xef,XEF,"Case, with pallet base, cardboard",rec21,"Carcasă, cu baza de palet, carton"
unece_xeg,XEG,"Case, with pallet base, plastic",rec21,"Carcasă, cu bază de palet, plastic"
unece_xeh,XEH,"Case, with pallet base, metal",rec21,"Carcasă, cu bază de palet, metal"
unece_xei,XEI,"Case, isothermic",rec21,"Carcasă, izotermă"
unece_xen,XEN,Envelope,rec21,Plic
unece_xfb,XFB,Flexibag,rec21,Flexibag
unece_xfc,XFC,"Crate, fruit",rec21,"Ladă, fructe"
unece_xfd,XFD,"Crate, framed",rec21,"Ladă, înrămată"
unece_xfe,XFE,Flexitank,rec21,Flexitank
unece_xfi,XFI,Firkin,rec21,Firkin (unitate de masă)
unece_xfl,XFL,Flask,rec21,Flask
unece_xfo,XFO,Footlocker,rec21,Footlocker
unece_xfp,XFP,Filmpack,rec21,Filmpack
unece_xfr,XFR,Frame,rec21,Cadru
unece_xft,XFT,Foodtainer,rec21,Foodtainer
unece_xfw,XFW,"Cart, flatbed",rec21,"Cărucior, plat"
unece_xfx,XFX,"Bag, flexible container",rec21,"Geantă, recipient flexibil"
unece_xgb,XGB,"Bottle, gas",rec21,"Sticlă, gaz"
unece_xgi,XGI,Girder,rec21,Grindă
unece_xgl,XGL,"Container, gallon",rec21,"Recipient, galon"
unece_xgr,XGR,"Receptacle, glass",rec21,"Recipient, sticlă"
unece_xgu,XGU,"Tray, containing horizontally stacked flat items",rec21,"Tavă, care conține articole plate stivuite orizontal"
