id,code,name,source,name@ro
unece_k43,K43,horsepower (electric),rec20,cai putere (electric)
unece_k45,K45,inch per degree Fahrenheit,rec20,inch pe grad Fahrenheit
unece_k46,K46,inch per psi,rec20,inch per psi
unece_k47,K47,inch per second degree Fahrenheit,rec20,inci pe două grade Fahrenheit
unece_k48,K48,inch per second psi,rec20,inch pe secundă psi
unece_k49,K49,reciprocal cubic inch,rec20,inch cubi reciproc
unece_k50,K50,kilobaud,rec20,kilobaud
unece_k51,K51,kilocalorie (mean),rec20,kilocalorie (medie)
unece_k52,K52,kilocalorie (international table) per hour metre degree Celsius,rec20,kilocalorie (tabel internațional) pe oră metru grad Celsius
unece_k53,K53,kilocalorie (thermochemical),rec20,kilocalorie (termochimic)
unece_k54,K54,kilocalorie (thermochemical) per minute,rec20,kilocalorii (termochimic) pe minut
unece_k55,K55,kilocalorie (thermochemical) per second,rec20,kilocalorii (termochimice) pe secundă
unece_k58,K58,kilomole per hour,rec20,kilomol pe oră
unece_k59,K59,kilomole per cubic metre kelvin,rec20,kilomol pe metru cub kelvin
unece_k6,K6,kilolitre,rec20,kilolitru
unece_k60,K60,kilomole per cubic metre bar,rec20,kilomol pe bar metru cub
unece_k61,K61,kilomole per minute,rec20,kilomol pe minut
unece_k62,K62,litre per litre,rec20,litru pe litru
unece_k63,K63,reciprocal litre,rec20,litru reciproc
unece_k64,K64,pound (avoirdupois) per degree Fahrenheit,rec20,liră (avoirdupois) pe grad Fahrenheit
unece_k65,K65,pound (avoirdupois) square foot,rec20,liră (avoirdupois) picior pătrat
unece_k66,K66,pound (avoirdupois) per day,rec20,liră (avoirdupois) pe zi
unece_k67,K67,pound per foot hour,rec20,liră pe picior oră
unece_k68,K68,pound per foot second,rec20,liră pe picior secundă
unece_k69,K69,pound (avoirdupois) per cubic foot degree Fahrenheit,rec20,liră (avoirdupois) pe picior cub grad Fahrenheit
unece_k70,K70,pound (avoirdupois) per cubic foot psi,rec20,liră (avoirdupois) per picior cub psi
unece_k71,K71,pound (avoirdupois) per gallon (UK),rec20,liră (avoirdupois) per galon (Marea Britanie)
unece_k73,K73,pound (avoirdupois) per hour degree Fahrenheit,rec20,liră (avoirdupois) pe oră grad Fahrenheit
unece_k74,K74,pound (avoirdupois) per hour psi,rec20,liră (avoirdupois) pe oră psi
unece_k75,K75,pound (avoirdupois) per cubic inch degree Fahrenheit,rec20,liră (avoirdupois) pe inch cubic grad Fahrenheit
unece_k76,K76,pound (avoirdupois) per cubic inch psi,rec20,liră (avoirdupois) per inch cubic psi
unece_k77,K77,pound (avoirdupois) per psi,rec20,liră (avoirdupois) per psi
unece_k78,K78,pound (avoirdupois) per minute,rec20,liră (avoirdupois) pe minut
unece_k79,K79,pound (avoirdupois) per minute degree Fahrenheit,rec20,liră (avoirdupois) pe minut grad Fahrenheit
unece_k80,K80,pound (avoirdupois) per minute psi,rec20,liră (avoirdupois) pe minut psi
unece_k81,K81,pound (avoirdupois) per second,rec20,liră (avoirdupois) pe secundă
unece_k82,K82,pound (avoirdupois) per second degree Fahrenheit,rec20,liră (avoirdupois) pe gradul secund Fahrenheit
unece_k83,K83,pound (avoirdupois) per second psi,rec20,liră (avoirdupois) pe secundă psi
unece_k84,K84,pound per cubic yard,rec20,liră pe yard cub
unece_k85,K85,pound-force per square foot,rec20,liră-forță pe metru pătrat
unece_k86,K86,pound-force per square inch degree Fahrenheit,rec20,liră-forță pe inch pătrat grad Fahrenheit
unece_k87,K87,psi cubic inch per second,rec20,psi inch cubi pe secundă
unece_k88,K88,psi litre per second,rec20,psi litru pe secundă
unece_k89,K89,psi cubic metre per second,rec20,psi metru cub pe secundă
unece_k90,K90,psi cubic yard per second,rec20,psi yard cubi pe secundă
unece_k91,K91,pound-force second per square foot,rec20,liră-forță secundă pe metru pătrat
unece_k92,K92,pound-force second per square inch,rec20,liră-forță secundă pe inch pătrat
unece_k93,K93,reciprocal psi,rec20,psi reciprocă
unece_k94,K94,quart (UK liquid) per day,rec20,quart (lichid Marea Britanie) pe zi
unece_k95,K95,quart (UK liquid) per hour,rec20,quart (lichid Marea Britanie) pe oră
unece_k96,K96,quart (UK liquid) per minute,rec20,quart (lichid Marea Britanie) pe minut
unece_k97,K97,quart (UK liquid) per second,rec20,quart (lichid Marea Britanie) pe secundă
unece_k98,K98,quart (US liquid) per day,rec20,quart (lichid SUA) pe zi
unece_k99,K99,quart (US liquid) per hour,rec20,quart (lichid SUA) pe oră
unece_ka,KA,cake,rec20,cake (unitate de măsură volumică)
unece_kat,KAT,katal,rec20,katal
unece_kb,KB,kilocharacter,rec20,kilocaracter
unece_kba,KBA,kilobar,rec20,kilobar
unece_kcc,KCC,kilogram of choline chloride,rec20,kilogram de clorură de colină
unece_kdw,KDW,kilogram drained net weight,rec20,kilogram greutate netă scursă
unece_kel,KEL,kelvin,rec20,kelvin
unece_kgm,KGM,kilogram,rec20,kilogram
unece_kgs,KGS,kilogram per second,rec20,kilogram pe secundă
unece_khy,KHY,kilogram of hydrogen peroxide,rec20,kilogram de peroxid de hidrogen
unece_khz,KHZ,kilohertz,rec20,kilohertz
unece_ki,KI,kilogram per millimetre width,rec20,kilogram pe milimetru lățime
unece_kic,KIC,"kilogram, including container",rec20,"kilogram, inclusiv container"
unece_kip,KIP,"kilogram, including inner packaging",rec20,"kilogram, inclusiv ambalajul interior"
unece_kj,KJ,kilosegment,rec20,kilosegment
unece_kjo,KJO,kilojoule,rec20,kilojoule
unece_kl,KL,kilogram per metre,rec20,kilogram pe metru
unece_klk,KLK,lactic dry material percentage,rec20,procent de material uscat lactic
unece_klx,KLX,kilolux,rec20,kilolux
unece_kma,KMA,kilogram of methylamine,rec20,kilogram de metilamină
unece_kmh,KMH,kilometre per hour,rec20,kilometru pe oră
unece_kmk,KMK,square kilometre,rec20,kilometru pătrat
unece_kmq,KMQ,kilogram per cubic metre,rec20,kilogram pe metru cub
unece_kmt,KMT,kilometre,rec20,kilometru
unece_kni,KNI,kilogram of nitrogen,rec20,kilogram de azot
unece_knm,KNM,kilonewton per square metre,rec20,kilonewton pe metru pătrat
unece_kns,KNS,kilogram named substance,rec20,substanță numită kilogram
unece_knt,KNT,knot,rec20,nod
unece_ko,KO,milliequivalence caustic potash per gram of product,rec20,potasiu caustic miliechivalență per gram de produs
unece_kpa,KPA,kilopascal,rec20,kilopascal
unece_kph,KPH,kilogram of potassium hydroxide (caustic potash),rec20,kilogram de hidroxid de potasiu (potasiu caustic)
unece_kpo,KPO,kilogram of potassium oxide,rec20,kilogram de oxid de potasiu
unece_kpp,KPP,kilogram of phosphorus pentoxide (phosphoric anhydride),rec20,kilogram de pentoxid de fosfor (anhidridă fosforică)
unece_kr,KR,kiloroentgen,rec20,kiloroentgen
unece_ksd,KSD,kilogram of substance 90 % dry,rec20,kilogram de substanță 90 % uscată
unece_ksh,KSH,kilogram of sodium hydroxide (caustic soda),rec20,kilogram de hidroxid de sodiu (sodă caustică)
unece_kt,KT,kit,rec20,kit
unece_ktn,KTN,kilotonne,rec20,kilotone
unece_kur,KUR,kilogram of uranium,rec20,kilogram de uraniu
unece_kva,KVA,kilovolt - ampere,rec20,kilovolt - amper
unece_kvr,KVR,kilovar,rec20,kilovar
unece_kvt,KVT,kilovolt,rec20,kilovolt
unece_kw,KW,kilogram per millimetre,rec20,kilogram pe milimetru
unece_kwh,KWH,kilowatt hour,rec20,kilowatt oră
unece_kwn,KWN,Kilowatt hour per normalized cubic metre,rec20,Kilowatt-oră pe metru cub normalizat
unece_kwo,KWO,kilogram of tungsten trioxide,rec20,kilogram de trioxid de wolfram
unece_kws,KWS,Kilowatt hour per standard cubic metre,rec20,Kilowatt-oră pe metru cub standard
unece_kwt,KWT,kilowatt,rec20,kilowatt
unece_kx,KX,millilitre per kilogram,rec20,mililitru pe kilogram
unece_l10,L10,quart (US liquid) per minute,rec20,quart (lichid SUA) pe minut
unece_l11,L11,quart (US liquid) per second,rec20,quart (lichid din SUA) pe secundă
unece_l12,L12,metre per second kelvin,rec20,metru pe secundă kelvin
unece_l13,L13,metre per second bar,rec20,metru pe secundă bar
unece_l14,L14,square metre hour degree Celsius per kilocalorie (international table),rec20,metru pătrat oră grad Celsius pe kilocalorie (tabel internațional)
unece_l15,L15,millipascal second per kelvin,rec20,milipascal secundă pe kelvin
unece_l16,L16,millipascal second per bar,rec20,milipascal secundă pe bar
unece_l17,L17,milligram per cubic metre kelvin,rec20,miligram pe metru cub kelvin
unece_l18,L18,milligram per cubic metre bar,rec20,miligram pe bar metru cub
unece_l19,L19,millilitre per litre,rec20,mililitru pe litru
unece_l2,L2,litre per minute,rec20,litru pe minut
unece_l20,L20,reciprocal cubic millimetre,rec20,milimetru cub reciproc
unece_l21,L21,cubic millimetre per cubic metre,rec20,milimetru cub pe metru cub
unece_l23,L23,mole per hour,rec20,mol pe oră
unece_l24,L24,mole per kilogram kelvin,rec20,mol pe kilogram kelvin
unece_l25,L25,mole per kilogram bar,rec20,mol pe kilogram bar
unece_l26,L26,mole per litre kelvin,rec20,mol pe litru kelvin
unece_l27,L27,mole per litre bar,rec20,mol pe litru bar
unece_l28,L28,mole per cubic metre kelvin,rec20,mol pe metru cub kelvin
unece_l29,L29,mole per cubic metre bar,rec20,mol pe metru cub bar
unece_l30,L30,mole per minute,rec20,mol pe minut
unece_l31,L31,milliroentgen aequivalent men,rec20,milliroentgen echivalent in roentgen
unece_l32,L32,nanogram per kilogram,rec20,nanogram pe kilogram
unece_l33,L33,ounce (avoirdupois) per day,rec20,uncie (avoirdupois) pe zi
unece_l34,L34,ounce (avoirdupois) per hour,rec20,uncie (avoirdupois) pe oră
unece_l35,L35,ounce (avoirdupois) per minute,rec20,uncie (avoirdupois) pe minut
unece_l36,L36,ounce (avoirdupois) per second,rec20,uncie (avoirdupois) pe secundă
unece_l37,L37,ounce (avoirdupois) per gallon (UK),rec20,uncie (avoirdupois) pe galon (Marea Britanie)
unece_l38,L38,ounce (avoirdupois) per gallon (US),rec20,uncie (avoirdupois) pe galon (SUA)
unece_l39,L39,ounce (avoirdupois) per cubic inch,rec20,uncie (avoirdupois) pe inch cubic
unece_l40,L40,ounce (avoirdupois)-force,rec20,uncie (avoirdupois)-forță
unece_l41,L41,ounce (avoirdupois)-force inch,rec20,uncie (avoirdupois)-forță inch
unece_l42,L42,picosiemens per metre,rec20,picosiemens pe metru
unece_l43,L43,peck (UK),rec20,peck (Marea Britanie) (unitate de capacitate)
unece_l44,L44,peck (UK) per day,rec20,peck (Marea Britanie) pe zi
unece_l45,L45,peck (UK) per hour,rec20,peck (Marea Britanie) pe oră
unece_l46,L46,peck (UK) per minute,rec20,peck (Marea Britanie) pe minut
unece_l47,L47,peck (UK) per second,rec20,peck (Marea Britanie) pe secundă
unece_l48,L48,peck (US dry) per day,rec20,peck (material uscat Marea Britanie) pe zi
unece_l49,L49,peck (US dry) per hour,rec20,peck (material uscat Marea Britanie) pe oră
unece_l50,L50,peck (US dry) per minute,rec20,peck (material uscat Marea Britanie) pe minut
unece_l51,L51,peck (US dry) per second,rec20,peck (material uscat Marea Britanie) pe secundă
unece_l52,L52,psi per psi,rec20,psi pe psi
unece_l53,L53,pint (UK) per day,rec20,pint (Marea Britanie) pe zi
unece_l54,L54,pint (UK) per hour,rec20,pint (Marea Britanie) pe oră
unece_l55,L55,pint (UK) per minute,rec20,pint (Marea Britanie) pe minut
unece_l56,L56,pint (UK) per second,rec20,pint (Marea Britanie) pe secundă
unece_l57,L57,pint (US liquid) per day,rec20,pint (lichid Marea Britanie) pe zi
unece_l58,L58,pint (US liquid) per hour,rec20,pint (lichid Marea Britanie) pe oră
unece_l59,L59,pint (US liquid) per minute,rec20,pint (lichid Marea Britanie) pe minut
unece_l60,L60,pint (US liquid) per second,rec20,pint (lichid Marea Britanie) pe secundă
unece_l63,L63,slug per day,rec20,slug pe zi
unece_l64,L64,slug per foot second,rec20,slug pe picior secundă
unece_l65,L65,slug per cubic foot,rec20,slug pe picior cub
unece_l66,L66,slug per hour,rec20,slug pe oră
unece_l67,L67,slug per minute,rec20,slug pe minut
unece_l68,L68,slug per second,rec20,slug pe secundă
unece_l69,L69,tonne per kelvin,rec20,tonă pe kelvin
unece_l70,L70,tonne per bar,rec20,tonă pe bar
unece_l71,L71,tonne per day,rec20,tonă pe zi
unece_l72,L72,tonne per day kelvin,rec20,tonă pe zi kelvin
unece_l73,L73,tonne per day bar,rec20,tonă pe zi bar
unece_l74,L74,tonne per hour kelvin,rec20,tonă pe oră kelvin
unece_l75,L75,tonne per hour bar,rec20,tonă pe oră bar
unece_l76,L76,tonne per cubic metre kelvin,rec20,tonă pe metru cub kelvin
unece_l77,L77,tonne per cubic metre bar,rec20,tonă pe metru cub bar
unece_l78,L78,tonne per minute,rec20,tonă pe minut
unece_l79,L79,tonne per minute kelvin,rec20,tonă pe minut kelvin
unece_l80,L80,tonne per minute bar,rec20,tonă pe minut bar
unece_l81,L81,tonne per second,rec20,tonă pe secundă
unece_l82,L82,tonne per second kelvin,rec20,tonă pe secundă kelvin
unece_l83,L83,tonne per second bar,rec20,tonă pe secundă bar
unece_l84,L84,ton (UK shipping),rec20,tonă (livrare în Marea Britanie)
unece_l85,L85,ton long per day,rec20,tonă lungă pe zi
unece_l86,L86,ton (US shipping),rec20,tonă (livrare în SUA)
unece_l87,L87,ton short per degree Fahrenheit,rec20,tonă scurtă pe grad Fahrenheit
unece_l88,L88,ton short per day,rec20,tonă scurtă pe zi
unece_l89,L89,ton short per hour degree Fahrenheit,rec20,tonă scurtă pe oră grade Fahrenheit
unece_l90,L90,ton short per hour psi,rec20,tonă scurtă pe oră psi
unece_l91,L91,ton short per psi,rec20,tonă scurtă per psi
unece_l92,L92,ton (UK long) per cubic yard,rec20,tonă (lungime în Marea Britanie) pe yard cub
unece_l93,L93,ton (US short) per cubic yard,rec20,tonă (scurt din SUA) pe yard cub
unece_l94,L94,ton-force (US short),rec20,tonă-forță (scurt în SUA)
unece_l95,L95,common year,rec20,an comun
unece_l96,L96,sidereal year,rec20,an sideral
unece_l98,L98,yard per degree Fahrenheit,rec20,iard pe grad Fahrenheit
unece_l99,L99,yard per psi,rec20,iard pe psi
unece_la,LA,pound per cubic inch,rec20,liră pe inch cub
unece_lac,LAC,lactose excess percentage,rec20,procentul de exces de lactoză
unece_lbr,LBR,pound,rec20,liră
unece_lbt,LBT,troy pound (US),rec20,lira troy (SUA)
unece_ld,LD,litre per day,rec20,litru pe zi
unece_lef,LEF,leaf,rec20,cadru
unece_lf,LF,linear foot,rec20,picior liniar
unece_lh,LH,labour hour,rec20,oră de muncă
unece_lk,LK,link,rec20,legătură
unece_lm,LM,linear metre,rec20,metru liniar
unece_ln,LN,length,rec20,lungime
unece_lo,LO,lot  [unit of procurement],rec20,lot [unitate de achiziție]
unece_lp,LP,liquid pound,rec20,liră lichidă
unece_lpa,LPA,litre of pure alcohol,rec20,litru de alcool pur
unece_lr,LR,layer,rec20,nivel
unece_ls,LS,lump sum,rec20,sumă forfetară
unece_ltn,LTN,ton (UK) or long ton (US),rec20,tonă (Marea Britanie) sau tonă lungă (SUA)
unece_ltr,LTR,litre,rec20,litru
unece_lub,LUB,"metric ton, lubricating oil",rec20,"tonă metrică, ulei lubrifiant"
unece_lum,LUM,lumen,rec20,lumen
unece_lux,LUX,lux,rec20,lux
unece_ly,LY,linear yard,rec20,iard liniar
unece_m1,M1,milligram per litre,rec20,miligram pe litru
unece_m10,M10,reciprocal cubic yard,rec20,iard cubic reciproc
unece_m11,M11,cubic yard per degree Fahrenheit,rec20,iard cubic pe grad Fahrenheit
unece_m12,M12,cubic yard per day,rec20,iard cubic pe zi
unece_m13,M13,cubic yard per hour,rec20,iard cubic pe oră
unece_m14,M14,cubic yard per psi,rec20,iard cubic pe psi
unece_m15,M15,cubic yard per minute,rec20,iard cubic pe minut
unece_m16,M16,cubic yard per second,rec20,iard cubic pe secundă
unece_m17,M17,kilohertz metre,rec20,metru kilohertzi
unece_m18,M18,gigahertz metre,rec20,metru gigahertzi
unece_m19,M19,Beaufort,rec20,Beaufort
unece_m20,M20,reciprocal megakelvin or megakelvin to the power minus one,rec20,megakelvin reciproc sau megakelvin la puterea minus unu
unece_m21,M21,reciprocal kilovolt - ampere reciprocal hour,rec20,kilovolt reciproc - amperi oră reciprocă
unece_m22,M22,millilitre per square centimetre minute,rec20,mililitru pe centimetru pătrat minut
unece_m23,M23,newton per centimetre,rec20,newton pe centimetru
unece_m24,M24,ohm kilometre,rec20,ohm kilometru
unece_m25,M25,percent per degree Celsius,rec20,procente pe grad Celsius
unece_m26,M26,gigaohm per metre,rec20,gigaohm pe metru
unece_m27,M27,megahertz metre,rec20,metru megahertzi
unece_m29,M29,kilogram per kilogram,rec20,kilogram pe kilogram
unece_m30,M30,reciprocal volt - ampere reciprocal second,rec20,volt reciproc - amper secundă reciprocă
unece_m31,M31,kilogram per kilometre,rec20,kilogram pe kilometru
unece_m32,M32,pascal second per litre,rec20,pascal secundă pe litru
unece_m33,M33,millimole per litre,rec20,milimol pe litru
unece_m34,M34,newton metre per square metre,rec20,metru newton pe metru pătrat
unece_m35,M35,millivolt - ampere,rec20,milivolt - amper
unece_m36,M36,30-day month,rec20,luna de 30 de zile
unece_m37,M37,actual/360,rec20,actual/360
unece_m38,M38,kilometre per second squared,rec20,kilometru pe secundă pătrat
unece_m39,M39,centimetre per second squared,rec20,centimetru pe secundă pătrat
unece_m4,M4,monetary value,rec20,valoare monetară
unece_m40,M40,yard per second squared,rec20,iard pe secundă pătrat
unece_m41,M41,millimetre per second squared,rec20,milimetru pe secundă pătrat
unece_m42,M42,mile (statute mile) per second squared,rec20,milă (milă statutară) pe secundă pătrat
unece_m43,M43,mil,rec20,mil
unece_m44,M44,revolution,rec20,revoluție
unece_m45,M45,degree [unit of angle] per second squared,rec20,grad [unitate de unghi] pe secundă pătrat
unece_m46,M46,revolution per minute,rec20,revoluție pe minut
unece_m47,M47,circular mil,rec20,mil circular
unece_m48,M48,square mile (based on U.S. survey foot),rec20,milă pătrată (pe baza piciorului de sondaj din SUA)
unece_m49,M49,chain (based on U.S. survey foot),rec20,lanț (bazat pe piciorul sondajului din SUA)
unece_m5,M5,microcurie,rec20,microcurie
unece_m50,M50,furlong,rec20,furlong
unece_m51,M51,foot (U.S. survey),rec20,picior (sondaj din SUA)
unece_m52,M52,mile (based on U.S. survey foot),rec20,milă (pe baza piciorului de sondaj din SUA)
unece_m53,M53,metre per pascal,rec20,metru pe pascal
unece_m55,M55,metre per radiant,rec20,metru pe radiant
unece_m56,M56,shake,rec20,shake
unece_m57,M57,mile per minute,rec20,milă pe minut
unece_m58,M58,mile per second,rec20,milă pe secundă
unece_m59,M59,metre per second pascal,rec20,metru pe secundă pascal
unece_m60,M60,metre per hour,rec20,metru pe oră
unece_m61,M61,inch per year,rec20,inch pe an
unece_m62,M62,kilometre per second,rec20,kilometru pe secundă
unece_m63,M63,inch per minute,rec20,inch pe minut
unece_m64,M64,yard per second,rec20,iard pe secundă
unece_m65,M65,yard per minute,rec20,iard pe minut
unece_m66,M66,yard per hour,rec20,iard pe oră
unece_m67,M67,acre-foot (based on U.S. survey foot),rec20,acre-foot (bazat pe piciorul sondajului din SUA)
unece_m68,M68,cord (128 ft3),rec20,cord (128 ft3) (volum material uscat)
unece_m69,M69,cubic mile (UK statute),rec20,mile cubice (statutul Regatului Unit)
unece_m7,M7,micro-inch,rec20,micro-inch
unece_m70,M70,"ton, register",rec20,"tonaj, registru"
unece_m71,M71,cubic metre per pascal,rec20,metru cub pe pascal
unece_m72,M72,bel,rec20,bel
unece_m73,M73,kilogram per cubic metre pascal,rec20,kilogram pe metru cub pascal
unece_m74,M74,kilogram per pascal,rec20,kilogram pe pascal
unece_m75,M75,kilopound-force,rec20,kilopound-forță
unece_m76,M76,poundal,rec20,poundal
unece_m77,M77,kilogram metre per second squared,rec20,kilogram metru pe secundă pătrat
unece_m78,M78,pond,rec20,bazin
unece_m79,M79,square foot per hour,rec20,picior pătrat pe oră
unece_m80,M80,stokes per pascal,rec20,stokes per pascal
unece_m81,M81,square centimetre per second,rec20,centimetru pătrat pe secundă
unece_m82,M82,square metre per second pascal,rec20,metru pătrat pe secundă pascal
unece_m83,M83,denier,rec20,denier
unece_m84,M84,pound per yard,rec20,lira pe iard
unece_m85,M85,"ton, assay",rec20,"tonă, masă"
unece_m86,M86,pfund,rec20,pfund
unece_m87,M87,kilogram per second pascal,rec20,kilogram pe secundă pascal
unece_m88,M88,tonne per month,rec20,tonă pe lună
unece_m89,M89,tonne per year,rec20,tonă pe an
unece_m9,M9,million Btu per 1000 cubic foot,rec20,milioane Btu la 1000 de picioare cub
unece_m90,M90,kilopound per hour,rec20,kilopound pe oră
unece_m91,M91,pound per pound,rec20,liră pe liră
unece_m92,M92,pound-force foot,rec20,picior de liră-forță
unece_m93,M93,newton metre per radian,rec20,newton metru pe radian
unece_m94,M94,kilogram metre,rec20,kilogram metru
unece_m95,M95,poundal foot,rec20,picior poundal
unece_m96,M96,poundal inch,rec20,inch poundal
unece_m97,M97,dyne metre,rec20,metru dină
unece_m98,M98,kilogram centimetre per second,rec20,kilogram centimetru pe secundă
unece_m99,M99,gram centimetre per second,rec20,gram centimetru pe secundă
unece_mah,MAH,megavolt ampere reactive hour,rec20,megavolt amperi oră reactivă
unece_mal,MAL,megalitre,rec20,megalitru
unece_mam,MAM,megametre,rec20,megametru
unece_mar,MAR,megavar,rec20,megavar
unece_maw,MAW,megawatt,rec20,megawatt
unece_mbe,MBE,thousand standard brick equivalent,rec20,mii echivalent caramida standard
unece_mbf,MBF,thousand board foot,rec20,mii de picior de scândură
unece_mbr,MBR,millibar,rec20,milibar
unece_mc,MC,microgram,rec20,microgram
unece_mcu,MCU,millicurie,rec20,milicurie
unece_md,MD,air dry metric ton,rec20,tonă metrică uscată la aer
unece_mgm,MGM,milligram,rec20,miligram
unece_mhz,MHZ,megahertz,rec20,megahertz
unece_mik,MIK,square mile (statute mile),rec20,milă pătrată (milă statutară)
unece_mil,MIL,thousand,rec20,milă pătrată (milă statutară) mii
unece_min,MIN,minute [unit of time],rec20,minut [unitate de timp]
unece_mio,MIO,million,rec20,milion
unece_miu,MIU,million international unit,rec20,milioane de unități internaționale
unece_mld,MLD,milliard,rec20,miliard
unece_mlt,MLT,millilitre,rec20,mililitru
unece_mmk,MMK,square millimetre,rec20,milimetru pătrat
unece_mmq,MMQ,cubic millimetre,rec20,milimetru cub
unece_mmt,MMT,millimetre,rec20,milimetru
unece_mnd,MND,"kilogram, dry weight",rec20,"kilogram, greutate uscată"
unece_mon,MON,month,rec20,lună
unece_mpa,MPA,megapascal,rec20,megapascal
unece_mqh,MQH,cubic metre per hour,rec20,metru cub pe oră
unece_mqs,MQS,cubic metre per second,rec20,metru cub pe secundă
unece_msk,MSK,metre per second squared,rec20,metru pe secundă pătrat
unece_mtk,MTK,square metre,rec20,metru pătrat
unece_mtq,MTQ,cubic metre,rec20,metru cub
unece_mtr,MTR,metre,rec20,metru
unece_mts,MTS,metre per second,rec20,metru pe secundă
unece_mva,MVA,megavolt - ampere,rec20,megavolt - amper
unece_mwh,MWH,megawatt hour (1000 kW.h),rec20,megawați oră (1000 kW.h)
unece_n1,N1,pen calorie,rec20,calorie pen
unece_n10,N10,pound foot per second,rec20,liră picior pe secundă
unece_n11,N11,pound inch per second,rec20,liră inch pe secundă
unece_n12,N12,Pferdestaerke,rec20,cai putere
unece_n13,N13,centimetre of mercury (0 ºC),rec20,centimetru de mercur (0°C)
unece_n14,N14,centimetre of water (4 ºC),rec20,centimetru de apă (4 ºC)
unece_n15,N15,foot of water (39.2 ºF),rec20,"picior de apă (39,2 ºF)"
unece_n16,N16,inch of mercury (32 ºF),rec20,inch de mercur (32 °F)
unece_n17,N17,inch of mercury (60 ºF),rec20,inch de mercur (60 °F)
unece_n18,N18,inch of water (39.2 ºF),rec20,"inch de apă (39,2 °F)"
unece_n19,N19,inch of water (60 ºF),rec20,inch de apă (60 °F)
unece_n20,N20,kip per square inch,rec20,kip pe inch pătrat
unece_n21,N21,poundal per square foot,rec20,lire pe picior pătrat
unece_n22,N22,ounce (avoirdupois) per square inch,rec20,uncie (avoirdupois) pe inch pătrat
unece_n23,N23,conventional metre of water,rec20,metru convențional de apă
unece_n24,N24,gram per square millimetre,rec20,gram pe milimetru pătrat
unece_n25,N25,pound per square yard,rec20,liră pe iard pătrat
unece_n26,N26,poundal per square inch,rec20,poundal pe inch pătrat
unece_n27,N27,foot to the fourth power,rec20,piciorul la puterea a patra
unece_n28,N28,cubic decimetre per kilogram,rec20,decimetru cubic pe kilogram
unece_n29,N29,cubic foot per pound,rec20,picior cubic pe kilogram
unece_n3,N3,print point,rec20,punct imprimare
unece_n30,N30,cubic inch per pound,rec20,inch cub pe kilogram
unece_n31,N31,kilonewton per metre,rec20,kilonewton pe metru
unece_n32,N32,poundal per inch,rec20,lire pe inch
unece_n33,N33,pound-force per yard,rec20,liră-forță pe yard
unece_n34,N34,poundal second per square foot,rec20,liră secundă pe picior pătrat
unece_n35,N35,poise per pascal,rec20,poise pe pascal
unece_n36,N36,newton second per square metre,rec20,newton secundă pe metru pătrat
unece_n37,N37,kilogram per metre second,rec20,kilogram pe metru secundă
unece_n38,N38,kilogram per metre minute,rec20,kilogram pe metru minut
unece_n39,N39,kilogram per metre day,rec20,kilogram pe metru zi
unece_n40,N40,kilogram per metre hour,rec20,kilogram pe metru oră
unece_n41,N41,gram per centimetre second,rec20,gram pe secundă centimetru
unece_n42,N42,poundal second per square inch,rec20,liră secundă pe inch pătrat
unece_n43,N43,pound per foot minute,rec20,liră pe picior minut
unece_n44,N44,pound per foot day,rec20,liră pe picior pe zi
unece_n45,N45,cubic metre per second pascal,rec20,metru cub pe secundă pascal
unece_n46,N46,foot poundal,rec20,picior poundal
unece_n47,N47,inch poundal,rec20,inch poundal
unece_n48,N48,watt per square centimetre,rec20,wați pe centimetru pătrat
unece_n49,N49,watt per square inch,rec20,watt pe inch pătrat
unece_n50,N50,British thermal unit (international table) per square foot hour,rec20,Unitate termică britanică (masă internațională) pe picior pătrat oră
unece_n51,N51,British thermal unit (thermochemical) per square foot hour,rec20,Unitate termică britanică (termochimică) pe metru pătrat oră
unece_n52,N52,British thermal unit (thermochemical) per square foot minute,rec20,Unitate termică britanică (termochimică) pe minut de metru pătrat
unece_n53,N53,British thermal unit (international table) per square foot second,rec20,Unitate termică britanică (tabel internațional) pe metru pătrat secundă
unece_n54,N54,British thermal unit (thermochemical) per square foot second,rec20,Unitate termică britanică (termochimică) pe metru pătrat secundă
unece_n55,N55,British thermal unit (international table) per square inch second,rec20,Unitate termică britanică (tabel internațional) pe secundă inch pătrat
unece_n56,N56,calorie (thermochemical) per square centimetre minute,rec20,calorie (thermochemical) pe centimetru cub minut
unece_n57,N57,calorie (thermochemical) per square centimetre second,rec20,calorii (termochimice) pe centimetru pătrat secundă
unece_n58,N58,British thermal unit (international table) per cubic foot,rec20,Unitate termică britanică (tabel internațional) pe picior cub
unece_n59,N59,British thermal unit (thermochemical) per cubic foot,rec20,Unitate termică britanică (termochimică) pe picior cub
unece_n60,N60,British thermal unit (international table) per degree Fahrenheit,rec20,Unitate termică britanică (tabel internațional) pe grad Fahrenheit
unece_n61,N61,British thermal unit (thermochemical) per degree Fahrenheit,rec20,Unitate termică britanică (termochimică) pe grad Fahrenheit
unece_n62,N62,British thermal unit (international table) per degree Rankine,rec20,Unitate termică britanică (tabel internațional) pe grad Rankine
unece_n63,N63,British thermal unit (thermochemical) per degree Rankine,rec20,Unitate termică britanică (termochimică) pe grad Rankine
unece_n64,N64,British thermal unit (thermochemical) per pound degree Rankine,rec20,Unitate termică britanică (termochimică) pe liră grad Rankine
